### Zone 'iw4x_team_iw3_spetsnaz_urban' dumped with Zonebuilder IW4x_DEV MP (Beta) build r4611-develop latest Sep 25 2024 00:02:43 win-x86
require,mp_highrise
sound,IW3_RU_ac130_nav_secondaries1
sound,IW3_RU_ac130_plt_azimuthsweep
sound,IW3_RU_ac130_plt_cleanup
sound,IW3_RU_ac130_plt_copysmoke
sound,IW3_RU_ac130_plt_gottahurt
sound,IW3_RU_ac130_plt_rollinin
sound,IW3_RU_ac130_plt_scanrange
sound,IW3_RU_ac130_plt_targetreset
sound,IW3_RU_ac130_plt_yeahcleared
sound,IW3_RU_ac130_tvo_directsecondary1
sound,IW3_RU_ac130_tvo_directsecondary2
sound,IW3_RU_mp_cmd_attackleftflank
sound,IW3_RU_mp_cmd_attackrightflank
sound,IW3_RU_mp_cmd_fallback
sound,IW3_RU_mp_cmd_followme
sound,IW3_RU_mp_cmd_holdposition
sound,IW3_RU_mp_cmd_movein
sound,IW3_RU_mp_cmd_regroup
sound,IW3_RU_mp_cmd_suppressfire
sound,IW3_RU_mp_glowstick_ready
sound,IW3_RU_mp_glowstick_use
sound,IW3_RU_mp_knife_incoming
sound,IW3_RU_mp_knife_use
sound,IW3_RU_mp_rsp_areyoucrazy
sound,IW3_RU_mp_rsp_comeon
sound,IW3_RU_mp_rsp_greatshot
sound,IW3_RU_mp_rsp_nosir
sound,IW3_RU_mp_rsp_onmyway
sound,IW3_RU_mp_rsp_sorry
sound,IW3_RU_mp_rsp_tooklongenough
sound,IW3_RU_mp_rsp_yessir
sound,IW3_RU_mp_semtex_incoming
sound,IW3_RU_mp_semtex_use
sound,IW3_RU_mp_stm_areasecure
sound,IW3_RU_mp_stm_comms
sound,IW3_RU_mp_stm_dropzone
sound,IW3_RU_mp_stm_enemiesspotted
sound,IW3_RU_mp_stm_enemydown
sound,IW3_RU_mp_stm_enemyspotted
sound,IW3_RU_mp_stm_grenade
sound,IW3_RU_mp_stm_holdyourfire
sound,IW3_RU_mp_stm_iminposition
sound,IW3_RU_mp_stm_injury
sound,IW3_RU_mp_stm_needreinforcements
sound,IW3_RU_mp_stm_sentry
sound,IW3_RU_mp_stm_sniper
sound,IW3_RU_mp_stm_watchsix
sound,IW3_RU_mp_tactical_insertion
sound,IW3_RU_rfp_inform_attack_air
sound,IW3_RU_rfp_inform_attack_bombs
sound,IW3_RU_rhp_inform_attack_scan
sound,IW3_RU_rhp_inform_hit_crash
sound,IW3_RU_rhp_inform_return
sound,IW3_mp_spawn_soviet
sound,IW3_mp_victory_soviet
sound,iw3_ru_defeat_music
sound,iw3_ru_losing_music
sound,iw3_ru_spawn_music
sound,iw3_ru_victory_music
sound,iw3_ru_winning_music

### The following assets are implicitly built with previous assets:
#material,mc/lambert1
#material,mc/mtl_eye_highlight
#material,mc/mtl_flag_neutral
#material,mc/mtl_hazel_eye
#material,mc/mtl_headgear_op_airborne_riot
#material,mc/mtl_loadout_riot_black_b
#material,mc/mtl_low_body_op_airborne_riot
#material,mc/mtl_op_force_gloves
#material,mc/mtl_op_force_sleeves
#material,mc/mtl_opforce_3hole_ski_mask_sp
#material,mc/mtl_opforce_body_sp
#material,mc/mtl_opforce_fullwrap_sp
#material,mc/mtl_opforce_gas_mask_lens_sp
#material,mc/mtl_opforce_gas_mask_sp
#material,mc/mtl_opforce_gear_sp
#material,mc/mtl_opforce_hands_sp
#material,mc/mtl_opforce_justin_beanie_sp
#material,mc/mtl_opforce_lod_sp
#material,mc/mtl_plastic_case_big
#material,mc/mtl_russian_airborne_glove
#material,mc/mtl_russian_airborne_sleeve
#material,mc/mtl_up_body_op_airborne_riot
#material,mc/mtl_us_army_alpha_c
#material,mc/mtl_us_army_head_e
#material,mc/mtl_weapon_beretta
#techset,2d.3x
#techset,effect.3x
#techset,effect_nofog.3x
#techset,effect_zfeather.3x
#techset,mc_l_sm_b0c0n0s0.3x
#techset,mc_l_sm_b0c0n0s0p0
#techset,mc_l_sm_b0c0s0.3x
#techset,mc_l_sm_flag_t0c0n0s0.3x
#techset,mc_l_sm_r0c0.3x
#techset,mc_l_sm_r0c0n0s0
#techset,mc_l_sm_r0c0n0s0.3x
#techset,mc_l_sm_r0c0n0s0p0
#techset,mc_l_sm_r0c0s0p0
#pixelshader,debug_normals.hlsl
#pixelshader,debug_normals.hlsl.3x
#pixelshader,debug_normals_i.hlsl
#pixelshader,floatz_build.hlsl
#pixelshader,floatz_build.hlsl.3x
#pixelshader,l_omni_b0c0.hlsl.3x
#pixelshader,l_omni_b0c0n0.hlsl
#pixelshader,l_omni_b0c0n0.hlsl.3x
#pixelshader,l_omni_flag_t0c0n0.hlsl.3x
#pixelshader,l_omni_r0c0.hlsl
#pixelshader,l_omni_r0c0.hlsl.3x
#pixelshader,l_omni_r0c0n0.hlsl
#pixelshader,l_omni_r0c0n0.hlsl.3x
#pixelshader,l_spot_b0c0.hlsl.3x
#pixelshader,l_spot_b0c0n0.hlsl
#pixelshader,l_spot_b0c0n0.hlsl.3x
#pixelshader,l_spot_flag_hsm_t0c0n0.hlsl.3x
#pixelshader,l_spot_flag_sm_t0c0n0.hlsl.3x
#pixelshader,l_spot_flag_t0c0n0.hlsl.3x
#pixelshader,l_spot_hsm_b0c0.hlsl.3x
#pixelshader,l_spot_hsm_b0c0n0.hlsl.3x
#pixelshader,l_spot_hsm_r0c0.hlsl.3x
#pixelshader,l_spot_hsm_r0c0n0.hlsl.3x
#pixelshader,l_spot_r0c0.hlsl
#pixelshader,l_spot_r0c0.hlsl.3x
#pixelshader,l_spot_r0c0n0.hlsl
#pixelshader,l_spot_r0c0n0.hlsl.3x
#pixelshader,l_spot_sm_b0c0.hlsl.3x
#pixelshader,l_spot_sm_b0c0n0.hlsl
#pixelshader,l_spot_sm_b0c0n0.hlsl.3x
#pixelshader,l_spot_sm_r0c0.hlsl
#pixelshader,l_spot_sm_r0c0.hlsl.3x
#pixelshader,l_spot_sm_r0c0n0.hlsl
#pixelshader,l_spot_sm_r0c0n0.hlsl.3x
#pixelshader,lp_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_flag_omni_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_spot_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_sun_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_hsm_flag_omni_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_flag_spot_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_flag_sun_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_omni_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_spot_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_spot_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_sun_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_sun_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_sun_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_sun_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_sun_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_sun_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_sun_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_sun_fog_r0c0s0px_sm3.hlsl
