### Zone 'iw4x_team_iw3_usmc_desert' dumped with Zonebuilder IW4x_DEV MP (Beta) build r4611-develop latest Sep 25 2024 00:02:43 win-x86
require,mp_highrise
sound,IW3_US_1mc_headquarters_pro
sound,IW3_US_1mc_helisupport
sound,IW3_US_1mc_highspeed
sound,IW3_US_1mc_holddown
sound,IW3_US_1mc_hq_captured
sound,IW3_US_1mc_hq_destroyed
sound,IW3_US_1mc_hq_located
sound,IW3_US_1mc_hq_offline
sound,IW3_US_1mc_hq_online
sound,IW3_US_1mc_hq_secured
sound,IW3_US_1mc_in_control
sound,IW3_US_1mc_keepfighting
sound,IW3_US_1mc_killfirm
sound,IW3_US_1mc_king
sound,IW3_US_1mc_last_one
sound,IW3_US_1mc_lastalive
sound,IW3_US_1mc_lead_lost
sound,IW3_US_1mc_lead_taken
sound,IW3_US_1mc_losing
sound,IW3_US_1mc_losing_a
sound,IW3_US_1mc_losing_b
sound,IW3_US_1mc_losing_c
sound,IW3_US_1mc_losing_fight
sound,IW3_US_1mc_lost_a
sound,IW3_US_1mc_lost_b
sound,IW3_US_1mc_lost_c
sound,IW3_US_1mc_lostobj
sound,IW3_US_1mc_mission_fail
sound,IW3_US_1mc_mission_success
sound,IW3_US_1mc_new_positions
sound,IW3_US_1mc_obj_defend
sound,IW3_US_1mc_obj_destroy
sound,IW3_US_1mc_objective_comp
sound,IW3_US_1mc_objective_lost
sound,IW3_US_1mc_objs_defend
sound,IW3_US_1mc_objs_destroy
sound,IW3_US_1mc_offense
sound,IW3_US_1mc_oldschool
sound,IW3_US_1mc_one_enemy
sound,IW3_US_1mc_one_flag
sound,IW3_US_1mc_ourflag
sound,IW3_US_1mc_ourflag_capt
sound,IW3_US_1mc_ourflag_drop
sound,IW3_US_1mc_ourflag_return
sound,IW3_US_1mc_ouruavonline
sound,IW3_US_1mc_overtime
sound,IW3_US_1mc_positions_lock
sound,IW3_US_1mc_promoted
sound,IW3_US_1mc_pushforward
sound,IW3_US_1mc_readytomove
sound,IW3_US_1mc_regroup
sound,IW3_US_1mc_sabotage
sound,IW3_US_1mc_sabotage_pro
sound,IW3_US_1mc_searchdestroy
sound,IW3_US_1mc_searchdestroy_pro
sound,IW3_US_1mc_secure_a
sound,IW3_US_1mc_secure_b
sound,IW3_US_1mc_secure_c
sound,IW3_US_1mc_secure_crates
sound,IW3_US_1mc_secure_supplies
sound,IW3_US_1mc_secure_weapons
sound,IW3_US_1mc_securedobj
sound,IW3_US_1mc_securing_a
sound,IW3_US_1mc_securing_b
sound,IW3_US_1mc_securing_c
sound,IW3_US_1mc_security_complete
sound,IW3_US_1mc_sentry_destroyed
sound,IW3_US_1mc_sentry_gone
sound,IW3_US_1mc_suddendeath
sound,IW3_US_1mc_switching
sound,IW3_US_1mc_tactical
sound,IW3_US_1mc_take_positions
sound,IW3_US_1mc_takeback
sound,IW3_US_1mc_tctl_arena
sound,IW3_US_1mc_tctl_armsrace
sound,IW3_US_1mc_tctl_captureflag
sound,IW3_US_1mc_tctl_demolition
sound,IW3_US_1mc_tctl_domination
sound,IW3_US_1mc_tctl_freeforall
sound,IW3_US_1mc_tctl_gtw
sound,IW3_US_1mc_tctl_headquarters
sound,IW3_US_1mc_tctl_oneflag
sound,IW3_US_1mc_tctl_sabotage
sound,IW3_US_1mc_tctl_searchdestroy
sound,IW3_US_1mc_tctl_tm_death
sound,IW3_US_1mc_team_hardcore
sound,IW3_US_1mc_thirdp_arena
sound,IW3_US_1mc_thirdp_armsrace
sound,IW3_US_1mc_thirdp_captureflag
sound,IW3_US_1mc_thirdp_demolition
sound,IW3_US_1mc_thirdp_domination
sound,IW3_US_1mc_thirdp_freeforall
sound,IW3_US_1mc_thirdp_gtw
sound,IW3_US_1mc_thirdp_headquarters
sound,IW3_US_1mc_thirdp_oneflag
sound,IW3_US_1mc_thirdp_sabotage
sound,IW3_US_1mc_thirdp_searchdestroy
sound,IW3_US_1mc_thirdp_tm_death
sound,IW3_US_1mc_ti_blocked
sound,IW3_US_1mc_ti_cancelled
sound,IW3_US_1mc_tied
sound,IW3_US_1mc_timesup
sound,IW3_US_1mc_tm_death
sound,IW3_US_1mc_tm_death_pro
sound,IW3_US_1mc_uavrecon
sound,IW3_US_1mc_use_ac130
sound,IW3_US_1mc_use_airdrop
sound,IW3_US_1mc_use_airstrike
sound,IW3_US_1mc_use_apache
sound,IW3_US_1mc_use_carepackage
sound,IW3_US_1mc_use_cobra
sound,IW3_US_1mc_use_emergairdrop
sound,IW3_US_1mc_use_emp
sound,IW3_US_1mc_use_harriers
sound,IW3_US_1mc_use_heli
sound,IW3_US_1mc_use_hellfire
sound,IW3_US_1mc_use_hind
sound,IW3_US_1mc_use_jamuav
sound,IW3_US_1mc_use_littlebird
sound,IW3_US_1mc_use_pavelow
sound,IW3_US_1mc_use_predator
sound,IW3_US_1mc_use_sentrygun
sound,IW3_US_1mc_use_tnuke
sound,IW3_US_1mc_use_uav
sound,IW3_US_1mc_winning
sound,IW3_US_1mc_winning_fight
sound,IW3_US_ac130_fco_backonthose
sound,IW3_US_ac130_fco_clearedtoengage
sound,IW3_US_ac130_fco_directhit
sound,IW3_US_ac130_fco_directhits
sound,IW3_US_ac130_fco_doveonground
sound,IW3_US_ac130_fco_downstillmoving
sound,IW3_US_ac130_fco_getperson
sound,IW3_US_ac130_fco_getthatguy
sound,IW3_US_ac130_fco_gettinbackup
sound,IW3_US_ac130_fco_gonnagethim
sound,IW3_US_ac130_fco_goodkill
sound,IW3_US_ac130_fco_gotarunner
sound,IW3_US_ac130_fco_guymovin
sound,IW3_US_ac130_fco_guyrunnin
sound,IW3_US_ac130_fco_hotdamn
sound,IW3_US_ac130_fco_iseepieces
sound,IW3_US_ac130_fco_knockedwind
sound,IW3_US_ac130_fco_lightemup
sound,IW3_US_ac130_fco_moreenemy
sound,IW3_US_ac130_fco_movingagain
sound,IW3_US_ac130_fco_nailthoseguys
sound,IW3_US_ac130_fco_nice
sound,IW3_US_ac130_fco_okyougothim
sound,IW3_US_ac130_fco_oopsiedaisy
sound,IW3_US_ac130_fco_personnelthere
sound,IW3_US_ac130_fco_rightontarget
sound,IW3_US_ac130_fco_rightthere
sound,IW3_US_ac130_fco_stillmoving
sound,IW3_US_ac130_fco_takehimout
sound,IW3_US_ac130_fco_thatsahit
sound,IW3_US_ac130_fco_tracking
sound,IW3_US_ac130_fco_within2feet
sound,IW3_US_ac130_fco_yepstillmoving
sound,IW3_US_ac130_fco_yougothim
sound,IW3_US_ac130_fco_yougothim2
sound,IW3_US_ac130_gnr_gunready1
sound,IW3_US_ac130_gnr_shot1
sound,IW3_US_ac130_nav_secondaries1
sound,IW3_US_ac130_plt_azimuthsweep
sound,IW3_US_ac130_plt_cleanup
sound,IW3_US_ac130_plt_copysmoke
sound,IW3_US_ac130_plt_gottahurt
sound,IW3_US_ac130_plt_rollinin
sound,IW3_US_ac130_plt_scanrange
sound,IW3_US_ac130_plt_targetreset
sound,IW3_US_ac130_plt_yeahcleared
sound,IW3_US_ac130_tvo_directsecondary1
sound,IW3_US_ac130_tvo_directsecondary2
sound,IW3_US_fp1_inform_attack_air
sound,IW3_US_fp1_inform_attack_bombs
sound,IW3_US_fp2_airstrike
sound,IW3_US_fp2_damage
sound,IW3_US_mp_cmd_attackleftflank
sound,IW3_US_mp_cmd_attackrightflank
sound,IW3_US_mp_cmd_fallback
sound,IW3_US_mp_cmd_followme
sound,IW3_US_mp_cmd_holdposition
sound,IW3_US_mp_cmd_movein
sound,IW3_US_mp_cmd_regroup
sound,IW3_US_mp_cmd_suppressfire
sound,IW3_US_mp_glowstick_ready
sound,IW3_US_mp_glowstick_use
sound,IW3_US_mp_knife_incoming
sound,IW3_US_mp_knife_use
sound,IW3_US_mp_rsp_areyoucrazy
sound,IW3_US_mp_rsp_comeon
sound,IW3_US_mp_rsp_greatshot
sound,IW3_US_mp_rsp_nosir
sound,IW3_US_mp_rsp_onmyway
sound,IW3_US_mp_rsp_sorry
sound,IW3_US_mp_rsp_tooklongenough
sound,IW3_US_mp_rsp_yessir
sound,IW3_US_mp_semtex_incoming
sound,IW3_US_mp_semtex_use
sound,IW3_US_mp_stm_areasecure
sound,IW3_US_mp_stm_comms
sound,IW3_US_mp_stm_dropzone
sound,IW3_US_mp_stm_enemiesspotted
sound,IW3_US_mp_stm_enemydown
sound,IW3_US_mp_stm_enemyspotted
sound,IW3_US_mp_stm_grenade
sound,IW3_US_mp_stm_holdyourfire
sound,IW3_US_mp_stm_iminposition
sound,IW3_US_mp_stm_injury
sound,IW3_US_mp_stm_needreinforcements
sound,IW3_US_mp_stm_sentry
sound,IW3_US_mp_stm_sniper
sound,IW3_US_mp_stm_watchsix
sound,IW3_US_mp_tactical_insertion
sound,IW3_US_rhp_inform_attack_scan
sound,IW3_US_rhp_inform_hit_crash
sound,IW3_US_rhp_inform_return
sound,IW3_mp_spawn_usa
sound,IW3_mp_victory_usa
sound,iw3_us_defeat_music
sound,iw3_us_losing_music
sound,iw3_us_spawn_music
sound,iw3_us_victory_music
sound,iw3_us_winning_music

### The following assets are implicitly built with previous assets:
#material,mc/lambert1
#material,mc/mtl_accessories_alpha_mp
#material,mc/mtl_accessories_mp
#material,mc/mtl_eye_highlight
#material,mc/mtl_flag_neutral
#material,mc/mtl_hazel_eye
#material,mc/mtl_marine_glove
#material,mc/mtl_marine_glovesleeve
#material,mc/mtl_plastic_case_big
#material,mc/mtl_us_army_alpha
#material,mc/mtl_us_army_alpha_c
#material,mc/mtl_us_army_cloth_headgear_e
#material,mc/mtl_us_army_glove
#material,mc/mtl_us_army_gps_sleeve
#material,mc/mtl_us_army_head_e
#material,mc/mtl_us_army_headgear_e
#material,mc/mtl_us_army_loadout_riot_shield
#material,mc/mtl_us_army_low_body_a
#material,mc/mtl_us_army_metal_gps_sleeve
#material,mc/mtl_us_army_up_body_a
#material,mc/mtl_usmc_body_mp
#material,mc/mtl_usmc_lod_mp
#material,mc/mtl_usmc_shaved_head
#material,mc/mtl_usmc_tactical_baseball_cap
#material,mc/mtl_usmc_tactical_cap
#material,mc/mtl_usmc_tactical_mich
#material,mc/mtl_usmc_tactical_mich_stripes_nomex
#material,mc/mtl_weapon_beretta
#techset,2d.3x
#techset,effect_blend
#techset,effect_nofog.3x
#techset,mc_l_sm_b0c0n0s0
#techset,mc_l_sm_b0c0n0s0.3x
#techset,mc_l_sm_b0c0n0s0p0
#techset,mc_l_sm_b0c0s0.3x
#techset,mc_l_sm_flag_t0c0n0s0.3x
#techset,mc_l_sm_r0c0.3x
#techset,mc_l_sm_r0c0n0s0
#techset,mc_l_sm_r0c0n0s0.3x
#techset,mc_l_sm_r0c0n0s0p0
#techset,mc_l_sm_r0c0s0p0
#techset,mc_l_sm_skin_r0c0n0s0.3x
#pixelshader,debug_normals.hlsl
#pixelshader,debug_normals.hlsl.3x
#pixelshader,debug_normals_i.hlsl
#pixelshader,floatz_build.hlsl
#pixelshader,floatz_build.hlsl.3x
#pixelshader,l_omni_b0c0.hlsl.3x
#pixelshader,l_omni_b0c0n0.hlsl
#pixelshader,l_omni_b0c0n0.hlsl.3x
#pixelshader,l_omni_flag_t0c0n0.hlsl.3x
#pixelshader,l_omni_r0c0.hlsl
#pixelshader,l_omni_r0c0.hlsl.3x
#pixelshader,l_omni_r0c0n0.hlsl
#pixelshader,l_omni_r0c0n0.hlsl.3x
#pixelshader,l_omni_skin_r0c0n0.hlsl.3x
#pixelshader,l_spot_b0c0.hlsl.3x
#pixelshader,l_spot_b0c0n0.hlsl
#pixelshader,l_spot_b0c0n0.hlsl.3x
#pixelshader,l_spot_flag_hsm_t0c0n0.hlsl.3x
#pixelshader,l_spot_flag_sm_t0c0n0.hlsl.3x
#pixelshader,l_spot_flag_t0c0n0.hlsl.3x
#pixelshader,l_spot_hsm_b0c0.hlsl.3x
#pixelshader,l_spot_hsm_b0c0n0.hlsl.3x
#pixelshader,l_spot_hsm_r0c0.hlsl.3x
#pixelshader,l_spot_hsm_r0c0n0.hlsl.3x
#pixelshader,l_spot_r0c0.hlsl
#pixelshader,l_spot_r0c0.hlsl.3x
#pixelshader,l_spot_r0c0n0.hlsl
#pixelshader,l_spot_r0c0n0.hlsl.3x
#pixelshader,l_spot_skin_hsm_r0c0n0.hlsl.3x
#pixelshader,l_spot_skin_r0c0n0.hlsl.3x
#pixelshader,l_spot_skin_sm_r0c0n0.hlsl.3x
#pixelshader,l_spot_sm_b0c0.hlsl.3x
#pixelshader,l_spot_sm_b0c0n0.hlsl
#pixelshader,l_spot_sm_b0c0n0.hlsl.3x
#pixelshader,l_spot_sm_r0c0.hlsl
#pixelshader,l_spot_sm_r0c0.hlsl.3x
#pixelshader,l_spot_sm_r0c0n0.hlsl
#pixelshader,l_spot_sm_r0c0n0.hlsl.3x
#pixelshader,lp_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_dfog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_flag_omni_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_spot_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_sun_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_flag_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_fog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_hsm_flag_omni_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_flag_spot_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_flag_sun_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_skin_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_skin_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_skin_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_i_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_skin_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_skin_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_skin_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_hsm_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_dfog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_fog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_omni_dfog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_omni_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_skin_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_skin_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_skin_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_skin_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_i_spot_dfog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_spot_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_i_spot_fog_b0c0n0s0_sm3.hlsl
#pixelshader,lp_i_spot_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_i_spot_fog_r0c0n0s0_sm3.hlsl
